NU_ANO,CO_CURSO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NO_IES,SG_IES,AREA,MODALIDADE,MUNICIPIO,UF,INSCRITOS,PARTICIPANTES,TOTAL_PADRAO_PROFICIENCIA,PCT_PADRAO_PROFICIENCIA,CONCEITO_ENADE,SITUACAO_CONCEITO,ROTULO_OFERTA,CONCEITO_ENADE_NUM,INSCRITOS_NUM,PARTICIPANTES_NUM,PCT_PADRAO_PROFICIENCIA_NUM,GRUPO_CODIGO,GRUPO
2025,1599390,1224,5,10020,702,0,3524808,35,3,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,MATEMÁTICA ,EaD,Jales,SP,1,1,,,SC,Sem conceito,Jales - EaD,,1,1,,E,Restante do Brasil
2025,1611291,756,2,10028,702,1,2201200,22,2,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,MATEMÁTICA ,Presencial,Barras,PI,37,28,3,0.107,1,Conceito 1,Barras - Presencial,1,37,28,0.107,E,Restante do Brasil
2025,1611292,756,2,10028,702,1,2208007,22,2,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,MATEMÁTICA ,Presencial,Picos,PI,10,10,2,0.2,1,Conceito 1,Picos - Presencial,1,10,10,0.2,E,Restante do Brasil
2025,1615079,952,5,10028,702,0,3548500,35,3,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,MATEMÁTICA ,EaD,Santos,SP,5,2,0,0,1,Conceito 1,Santos - EaD,1,5,2,0.0,E,Restante do Brasil
2025,1625069,23410,2,10028,702,1,2100600,21,2,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,UEMASUL,MATEMÁTICA ,Presencial,Amarante do Maranhão,MA,28,28,1,0.036,1,Conceito 1,Amarante do Maranhão - Presencial,1,28,28,0.036,E,Restante do Brasil
2025,1625081,23410,2,10028,702,1,2105427,21,2,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,UEMASUL,MATEMÁTICA ,Presencial,Itinga do Maranhão,MA,13,13,2,0.154,1,Conceito 1,Itinga do Maranhão - Presencial,1,13,13,0.154,E,Restante do Brasil
2025,1625089,23410,2,10028,702,1,2109007,21,2,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,UEMASUL,MATEMÁTICA ,Presencial,Porto Franco,MA,19,19,4,0.211,1,Conceito 1,Porto Franco - Presencial,1,19,19,0.211,E,Restante do Brasil
2025,1625094,23410,2,10028,702,1,2112852,21,2,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,UEMASUL,MATEMÁTICA ,Presencial,Vila Nova dos Martírios,MA,14,14,2,0.143,1,Conceito 1,Vila Nova dos Martírios - Presencial,1,14,14,0.143,E,Restante do Brasil
2025,1634832,383,4,10028,702,0,1501402,15,1,UNIVERSIDADE DA AMAZÔNIA,UNAMA,MATEMÁTICA ,EaD,Belém,PA,7,4,0,0,1,Conceito 1,Belém - EaD,1,7,4,0.0,C,Outras IES do Pará
2025,1634842,481,5,10028,702,0,3518800,35,3,Universidade Universus Veritas Guarulhos,Univeritas UNG,MATEMÁTICA ,EaD,Guarulhos,SP,3,2,0,0,1,Conceito 1,Guarulhos - EaD,1,3,2,0.0,E,Restante do Brasil
2025,1634877,4153,4,10020,702,0,2611606,26,2,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,MATEMÁTICA ,EaD,Recife,PE,2,1,,,SC,Sem conceito,Recife - EaD,,2,1,,E,Restante do Brasil
2025,1634891,2835,4,10020,702,0,2611606,26,2,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,MATEMÁTICA ,EaD,Recife,PE,11,4,0,0,1,Conceito 1,Recife - EaD,1,11,4,0.0,E,Restante do Brasil
2025,1668061,5701,2,10028,702,1,1600105,16,1,UNIVERSIDADE DO ESTADO DO AMAPÁ,UEAP,MATEMÁTICA ,Presencial,Amapá,AP,4,4,1,0.25,1,Conceito 1,Amapá - Presencial,1,4,4,0.25,D,Restante da Região Norte
2025,1676716,719,2,10028,702,1,5108055,51,5,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,MATEMÁTICA ,Presencial,Terra Nova do Norte,MT,15,15,3,0.2,1,Conceito 1,Terra Nova do Norte - Presencial,1,15,15,0.2,E,Restante do Brasil
2025,5000138,1807,1,10026,702,1,2304103,23,2,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,MATEMÁTICA ,Presencial,Crateús,CE,9,9,7,0.778,4,Conceito superior a 1,Crateús - Presencial,4,9,9,0.778,E,Restante do Brasil
2025,5000487,15507,1,10026,702,1,1200203,12,1,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,MATEMÁTICA ,Presencial,Cruzeiro do Sul,AC,12,12,6,0.5,2,Conceito superior a 1,Cruzeiro do Sul - Presencial,2,12,12,0.5,D,Restante da Região Norte
2025,5000493,1812,1,10026,702,1,1302603,13,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",IFAM,MATEMÁTICA ,Presencial,Manaus,AM,11,9,5,0.556,2,Conceito superior a 1,Manaus - Presencial,2,11,9,0.556,D,Restante da Região Norte
2025,5000912,5322,1,10028,702,1,4310603,43,4,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,MATEMÁTICA ,Presencial,Itaqui,RS,4,3,0,0,1,Conceito 1,Itaqui - Presencial,1,4,3,0.0,E,Restante do Brasil
2025,5001337,15522,1,10026,702,1,1600303,16,1,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",IFAP,MATEMÁTICA ,Presencial,Macapá,AP,32,30,11,0.367,1,Conceito 1,Macapá - Presencial,1,32,30,0.367,D,Restante da Região Norte
