CO_CURSO,VARIAVEL,RESPOSTA,n,pct_total
1465529,QE_I14,,1,0.1111111111111111
1467890,QE_I14,A,1,0.5
1467890,QE_I14,C,1,0.5
1468161,QE_I14,A,2,0.5
1468161,QE_I14,F,1,0.25
1468161,QE_I14,M,1,0.25
1472818,QE_I14,A,2,0.15384615384615385
1472818,QE_I14,E,4,0.3076923076923077
1472818,QE_I14,F,3,0.23076923076923078
1472818,QE_I14,I,1,0.07692307692307693
1472818,QE_I14,K,1,0.07692307692307693
1472818,QE_I14,M,1,0.07692307692307693
1472818,QE_I14,,1,0.07692307692307693
1473015,QE_I14,A,4,0.4444444444444444
1473015,QE_I14,B,3,0.3333333333333333
1473015,QE_I14,C,1,0.1111111111111111
1473015,QE_I14,E,1,0.1111111111111111
1473185,QE_I14,,1,1.0
1477654,QE_I14,A,13,0.40625
1477654,QE_I14,D,1,0.03125
1477654,QE_I14,E,8,0.25
1477654,QE_I14,F,3,0.09375
1477654,QE_I14,H,3,0.09375
1477654,QE_I14,M,1,0.03125
1477654,QE_I14,,3,0.09375
1483407,QE_I14,A,3,0.3333333333333333
1483407,QE_I14,B,1,0.1111111111111111
1483407,QE_I14,E,3,0.3333333333333333
1483407,QE_I14,M,2,0.2222222222222222
1483490,QE_I14,A,4,0.18181818181818182
1483490,QE_I14,B,3,0.13636363636363635
1483490,QE_I14,C,1,0.045454545454545456
1483490,QE_I14,E,1,0.045454545454545456
1483490,QE_I14,F,2,0.09090909090909091
1483490,QE_I14,K,1,0.045454545454545456
1483490,QE_I14,M,1,0.045454545454545456
1483490,QE_I14,,9,0.4090909090909091
1483500,QE_I14,A,5,0.3125
1483500,QE_I14,B,1,0.0625
1483500,QE_I14,D,1,0.0625
1483500,QE_I14,E,1,0.0625
1483500,QE_I14,F,3,0.1875
1483500,QE_I14,,5,0.3125
1483518,QE_I14,C,1,0.3333333333333333
1483518,QE_I14,,2,0.6666666666666666
1485453,QE_I14,,3,1.0
1486952,QE_I14,A,1,0.07142857142857142
1486952,QE_I14,C,2,0.14285714285714285
1486952,QE_I14,E,7,0.5
1486952,QE_I14,F,2,0.14285714285714285
1486952,QE_I14,H,2,0.14285714285714285
1487060,QE_I14,A,6,0.3333333333333333
1487060,QE_I14,B,1,0.05555555555555555
1487060,QE_I14,E,3,0.16666666666666666
1487060,QE_I14,M,1,0.05555555555555555
1487060,QE_I14,,7,0.3888888888888889
1487353,QE_I14,A,1,0.14285714285714285
1487353,QE_I14,E,3,0.42857142857142855
1487353,QE_I14,F,1,0.14285714285714285
1487353,QE_I14,,2,0.2857142857142857
1488240,QE_I14,A,1,0.14285714285714285
1488240,QE_I14,C,1,0.14285714285714285
1488240,QE_I14,E,3,0.42857142857142855
1488240,QE_I14,F,1,0.14285714285714285
1488240,QE_I14,,1,0.14285714285714285
1488974,QE_I14,A,5,0.2777777777777778
1488974,QE_I14,B,1,0.05555555555555555
1488974,QE_I14,E,3,0.16666666666666666
1488974,QE_I14,F,3,0.16666666666666666
1488974,QE_I14,M,2,0.1111111111111111
1488974,QE_I14,,4,0.2222222222222222
1497052,QE_I14,H,1,0.3333333333333333
1497052,QE_I14,M,1,0.3333333333333333
1497052,QE_I14,,1,0.3333333333333333
1499549,QE_I14,A,4,0.5
1499549,QE_I14,E,3,0.375
1499549,QE_I14,,1,0.125
1506116,QE_I14,A,5,0.3333333333333333
1506116,QE_I14,B,1,0.06666666666666667
1506116,QE_I14,E,2,0.13333333333333333
1506116,QE_I14,F,3,0.2
1506116,QE_I14,H,1,0.06666666666666667
1506116,QE_I14,M,2,0.13333333333333333
1506116,QE_I14,,1,0.06666666666666667
1509485,QE_I14,A,1,0.3333333333333333
1509485,QE_I14,F,1,0.3333333333333333
1509485,QE_I14,K,1,0.3333333333333333
1514192,QE_I14,,1,1.0
1515609,QE_I14,A,8,0.42105263157894735
1515609,QE_I14,C,1,0.05263157894736842
1515609,QE_I14,D,1,0.05263157894736842
1515609,QE_I14,E,4,0.21052631578947367
1515609,QE_I14,H,3,0.15789473684210525
1515609,QE_I14,K,1,0.05263157894736842
1515609,QE_I14,M,1,0.05263157894736842
1515616,QE_I14,A,7,0.3888888888888889
1515616,QE_I14,C,1,0.05555555555555555
1515616,QE_I14,E,5,0.2777777777777778
1515616,QE_I14,F,2,0.1111111111111111
1515616,QE_I14,H,1,0.05555555555555555
1515616,QE_I14,M,1,0.05555555555555555
1515616,QE_I14,,1,0.05555555555555555
1515618,QE_I14,A,3,0.3333333333333333
1515618,QE_I14,E,3,0.3333333333333333
1515618,QE_I14,H,2,0.2222222222222222
1515618,QE_I14,L,1,0.1111111111111111
1516669,QE_I14,,1,1.0
1517196,QE_I14,A,2,0.25
1517196,QE_I14,E,3,0.375
1517196,QE_I14,F,1,0.125
1517196,QE_I14,,2,0.25
1517293,QE_I14,A,28,0.4745762711864407
1517293,QE_I14,B,4,0.06779661016949153
1517293,QE_I14,C,2,0.03389830508474576
1517293,QE_I14,D,1,0.01694915254237288
1517293,QE_I14,E,4,0.06779661016949153
1517293,QE_I14,F,3,0.05084745762711865
1517293,QE_I14,,17,0.288135593220339
1518083,QE_I14,A,3,0.6
1518083,QE_I14,E,1,0.2
1518083,QE_I14,H,1,0.2
1519071,QE_I14,A,2,0.5
1519071,QE_I14,E,1,0.25
1519071,QE_I14,F,1,0.25
1520538,QE_I14,,1,1.0
1522008,QE_I14,A,8,0.26666666666666666
1522008,QE_I14,B,1,0.03333333333333333
1522008,QE_I14,E,2,0.06666666666666667
1522008,QE_I14,F,1,0.03333333333333333
1522008,QE_I14,,18,0.6
1525884,QE_I14,A,2,0.25
1525884,QE_I14,B,1,0.125
1525884,QE_I14,C,1,0.125
1525884,QE_I14,E,1,0.125
1525884,QE_I14,F,1,0.125
1525884,QE_I14,M,1,0.125
1525884,QE_I14,,1,0.125
1525963,QE_I14,,1,1.0
1527381,QE_I14,A,5,0.625
1527381,QE_I14,B,2,0.25
1527381,QE_I14,E,1,0.125
1536334,QE_I14,A,55,0.3767123287671233
1536334,QE_I14,B,15,0.10273972602739725
1536334,QE_I14,C,3,0.02054794520547945
1536334,QE_I14,D,1,0.00684931506849315
1536334,QE_I14,E,18,0.1232876712328767
1536334,QE_I14,F,12,0.0821917808219178
1536334,QE_I14,H,2,0.0136986301369863
1536334,QE_I14,K,1,0.00684931506849315
1536334,QE_I14,M,8,0.0547945205479452
1536334,QE_I14,,31,0.21232876712328766
1541484,QE_I14,A,7,0.3333333333333333
1541484,QE_I14,C,1,0.047619047619047616
1541484,QE_I14,E,2,0.09523809523809523
1541484,QE_I14,F,1,0.047619047619047616
1541484,QE_I14,K,1,0.047619047619047616
1541484,QE_I14,,9,0.42857142857142855
1543037,QE_I14,A,1,0.5
1543037,QE_I14,,1,0.5
1546260,QE_I14,A,2,1.0
1546969,QE_I14,A,1,0.5
1546969,QE_I14,E,1,0.5
1547032,QE_I14,,1,1.0
1547054,QE_I14,,1,1.0
1550087,QE_I14,A,153,0.4191780821917808
1550087,QE_I14,B,24,0.06575342465753424
1550087,QE_I14,C,9,0.024657534246575342
1550087,QE_I14,D,1,0.0027397260273972603
1550087,QE_I14,E,40,0.1095890410958904
1550087,QE_I14,F,31,0.08493150684931507
1550087,QE_I14,H,4,0.010958904109589041
1550087,QE_I14,K,3,0.00821917808219178
1550087,QE_I14,M,16,0.043835616438356165
1550087,QE_I14,,84,0.23013698630136986
1550199,QE_I14,E,1,0.25
1550199,QE_I14,F,1,0.25
1550199,QE_I14,M,1,0.25
1550199,QE_I14,,1,0.25
1550498,QE_I14,A,1,0.16666666666666666
1550498,QE_I14,B,1,0.16666666666666666
1550498,QE_I14,E,1,0.16666666666666666
1550498,QE_I14,F,1,0.16666666666666666
1550498,QE_I14,M,1,0.16666666666666666
1550498,QE_I14,,1,0.16666666666666666
1550509,QE_I14,A,1,0.2
1550509,QE_I14,B,1,0.2
1550509,QE_I14,E,1,0.2
1550509,QE_I14,F,1,0.2
1550509,QE_I14,M,1,0.2
1551083,QE_I14,B,1,0.5
1551083,QE_I14,K,1,0.5
1555830,QE_I14,A,19,0.59375
1555830,QE_I14,B,2,0.0625
1555830,QE_I14,C,1,0.03125
1555830,QE_I14,E,1,0.03125
1555830,QE_I14,F,3,0.09375
1555830,QE_I14,,6,0.1875
1562928,QE_I14,A,7,0.875
1562928,QE_I14,C,1,0.125
1571245,QE_I14,A,2,0.3333333333333333
1571245,QE_I14,E,3,0.5
1571245,QE_I14,F,1,0.16666666666666666
1572855,QE_I14,,1,1.0
1575689,QE_I14,A,2,0.15384615384615385
1575689,QE_I14,E,6,0.46153846153846156
1575689,QE_I14,F,1,0.07692307692307693
1575689,QE_I14,H,1,0.07692307692307693
1575689,QE_I14,K,2,0.15384615384615385
1575689,QE_I14,M,1,0.07692307692307693
1576008,QE_I14,A,5,0.5
1576008,QE_I14,E,1,0.1
1576008,QE_I14,F,1,0.1
1576008,QE_I14,M,1,0.1
1576008,QE_I14,,2,0.2
1576347,QE_I14,,1,1.0
1576448,QE_I14,A,1,0.2
1576448,QE_I14,E,1,0.2
1576448,QE_I14,F,1,0.2
1576448,QE_I14,,2,0.4
1576702,QE_I14,,1,1.0
1577419,QE_I14,A,2,0.25
1577419,QE_I14,C,1,0.125
1577419,QE_I14,K,1,0.125
1577419,QE_I14,M,1,0.125
1577419,QE_I14,,3,0.375
1584375,QE_I14,,1,1.0
1591417,QE_I14,B,1,0.2
1591417,QE_I14,K,1,0.2
1591417,QE_I14,,3,0.6
1591581,QE_I14,E,1,0.1111111111111111
1591581,QE_I14,,8,0.8888888888888888
1595470,QE_I14,,1,1.0
1595646,QE_I14,A,3,0.1875
1595646,QE_I14,"A,M",1,0.0625
1595646,QE_I14,C,1,0.0625
1595646,QE_I14,E,2,0.125
1595646,QE_I14,F,4,0.25
1595646,QE_I14,H,3,0.1875
1595646,QE_I14,M,2,0.125
1595781,QE_I14,C,1,0.3333333333333333
1595781,QE_I14,F,2,0.6666666666666666
1596704,QE_I14,E,2,0.6666666666666666
1596704,QE_I14,M,1,0.3333333333333333
1597098,QE_I14,,1,1.0
1598572,QE_I14,A,1,0.2
1598572,QE_I14,E,3,0.6
1598572,QE_I14,F,1,0.2
1598970,QE_I14,M,2,1.0
1599021,QE_I14,A,7,0.2413793103448276
1599021,QE_I14,C,4,0.13793103448275862
1599021,QE_I14,E,10,0.3448275862068966
1599021,QE_I14,F,4,0.13793103448275862
1599021,QE_I14,H,1,0.034482758620689655
1599021,QE_I14,L,1,0.034482758620689655
1599021,QE_I14,M,2,0.06896551724137931
1599390,QE_I14,,1,1.0
1611291,QE_I14,A,14,0.3783783783783784
1611291,QE_I14,C,3,0.08108108108108109
1611291,QE_I14,E,6,0.16216216216216217
1611291,QE_I14,F,6,0.16216216216216217
1611291,QE_I14,H,4,0.10810810810810811
1611291,QE_I14,M,3,0.08108108108108109
1611291,QE_I14,,1,0.02702702702702703
1611292,QE_I14,A,4,0.4
1611292,QE_I14,C,1,0.1
1611292,QE_I14,E,4,0.4
1611292,QE_I14,M,1,0.1
1615079,QE_I14,A,1,0.2
1615079,QE_I14,B,1,0.2
1615079,QE_I14,F,1,0.2
1615079,QE_I14,K,1,0.2
1615079,QE_I14,M,1,0.2
1625069,QE_I14,A,14,0.5
1625069,QE_I14,C,1,0.03571428571428571
1625069,QE_I14,E,3,0.10714285714285714
1625069,QE_I14,F,3,0.10714285714285714
1625069,QE_I14,H,5,0.17857142857142858
1625069,QE_I14,M,2,0.07142857142857142
1625081,QE_I14,A,8,0.6153846153846154
1625081,QE_I14,C,1,0.07692307692307693
1625081,QE_I14,E,3,0.23076923076923078
1625081,QE_I14,M,1,0.07692307692307693
1625089,QE_I14,A,11,0.5789473684210527
1625089,QE_I14,C,1,0.05263157894736842
1625089,QE_I14,F,2,0.10526315789473684
1625089,QE_I14,H,3,0.15789473684210525
1625089,QE_I14,M,2,0.10526315789473684
1625094,QE_I14,A,7,0.5
1625094,QE_I14,C,2,0.14285714285714285
1625094,QE_I14,D,1,0.07142857142857142
1625094,QE_I14,E,3,0.21428571428571427
1625094,QE_I14,F,1,0.07142857142857142
1634832,QE_I14,B,1,0.14285714285714285
1634832,QE_I14,E,2,0.2857142857142857
1634832,QE_I14,M,1,0.14285714285714285
1634832,QE_I14,,3,0.42857142857142855
1634842,QE_I14,A,1,0.3333333333333333
1634842,QE_I14,E,1,0.3333333333333333
1634842,QE_I14,F,1,0.3333333333333333
1634877,QE_I14,,2,1.0
1634891,QE_I14,A,3,0.2727272727272727
1634891,QE_I14,C,1,0.09090909090909091
1634891,QE_I14,F,1,0.09090909090909091
1634891,QE_I14,,6,0.5454545454545454
1668061,QE_I14,A,1,0.25
1668061,QE_I14,C,1,0.25
1668061,QE_I14,F,2,0.5
1676716,QE_I14,A,8,0.5333333333333333
1676716,QE_I14,B,1,0.06666666666666667
1676716,QE_I14,F,2,0.13333333333333333
1676716,QE_I14,H,1,0.06666666666666667
1676716,QE_I14,M,3,0.2
5000138,QE_I14,A,3,0.3333333333333333
5000138,QE_I14,C,2,0.2222222222222222
5000138,QE_I14,E,1,0.1111111111111111
5000138,QE_I14,H,3,0.3333333333333333
5000487,QE_I14,A,6,0.5
5000487,QE_I14,C,1,0.08333333333333333
5000487,QE_I14,H,3,0.25
5000487,QE_I14,M,2,0.16666666666666666
5000493,QE_I14,A,3,0.2727272727272727
5000493,QE_I14,C,3,0.2727272727272727
5000493,QE_I14,E,2,0.18181818181818182
5000493,QE_I14,H,1,0.09090909090909091
5000493,QE_I14,M,1,0.09090909090909091
5000493,QE_I14,,1,0.09090909090909091
5000912,QE_I14,A,3,0.75
5000912,QE_I14,F,1,0.25
5001337,QE_I14,A,11,0.34375
5001337,QE_I14,C,10,0.3125
5001337,QE_I14,E,2,0.0625
5001337,QE_I14,F,2,0.0625
5001337,QE_I14,H,2,0.0625
5001337,QE_I14,M,3,0.09375
5001337,QE_I14,,2,0.0625
26,QE_I15,A,10,0.7692307692307693
26,QE_I15,E,1,0.07692307692307693
26,QE_I15,F,2,0.15384615384615385
34,QE_I15,A,6,0.8571428571428571
34,QE_I15,,1,0.14285714285714285
161,QE_I15,A,17,0.5666666666666667
161,QE_I15,C,1,0.03333333333333333
161,QE_I15,E,2,0.06666666666666667
161,QE_I15,F,1,0.03333333333333333
161,QE_I15,,9,0.3
297,QE_I15,A,55,0.7333333333333333
297,QE_I15,B,7,0.09333333333333334
297,QE_I15,E,1,0.013333333333333334
297,QE_I15,F,5,0.06666666666666667
297,QE_I15,,7,0.09333333333333334
379,QE_I15,A,42,0.6176470588235294
379,QE_I15,F,4,0.058823529411764705
379,QE_I15,,22,0.3235294117647059
624,QE_I15,A,8,1.0
637,QE_I15,A,8,0.47058823529411764
637,QE_I15,C,2,0.11764705882352941
637,QE_I15,D,6,0.35294117647058826
637,QE_I15,,1,0.058823529411764705
696,QE_I15,A,11,0.6470588235294118
696,QE_I15,C,3,0.17647058823529413
696,QE_I15,D,2,0.11764705882352941
696,QE_I15,,1,0.058823529411764705
768,QE_I15,A,15,0.8823529411764706
768,QE_I15,F,2,0.11764705882352941
860,QE_I15,A,9,1.0
965,QE_I15,A,37,0.8809523809523809
965,QE_I15,E,2,0.047619047619047616
965,QE_I15,F,2,0.047619047619047616
965,QE_I15,,1,0.023809523809523808
1035,QE_I15,A,8,0.5
1035,QE_I15,C,8,0.5
1112,QE_I15,A,3,0.75
1112,QE_I15,,1,0.25
1428,QE_I15,A,8,0.8888888888888888
1428,QE_I15,,1,0.1111111111111111
1637,QE_I15,A,7,1.0
1717,QE_I15,A,7,0.875
1717,QE_I15,,1,0.125
1907,QE_I15,,1,1.0
2711,QE_I15,A,25,0.6097560975609756
2711,QE_I15,B,1,0.024390243902439025
2711,QE_I15,D,4,0.0975609756097561
2711,QE_I15,E,4,0.0975609756097561
2711,QE_I15,F,1,0.024390243902439025
2711,QE_I15,,6,0.14634146341463414
2921,QE_I15,A,54,0.6506024096385542
2921,QE_I15,B,2,0.024096385542168676
2921,QE_I15,C,1,0.012048192771084338
2921,QE_I15,D,9,0.10843373493975904
2921,QE_I15,E,11,0.13253012048192772
2921,QE_I15,,6,0.07228915662650602
3145,QE_I15,A,16,0.8421052631578947
3145,QE_I15,D,2,0.10526315789473684
3145,QE_I15,,1,0.05263157894736842
3163,QE_I15,A,15,0.75
3163,QE_I15,E,4,0.2
3163,QE_I15,,1,0.05
3179,QE_I15,A,22,0.6470588235294118
3179,QE_I15,B,1,0.029411764705882353
3179,QE_I15,D,2,0.058823529411764705
3179,QE_I15,E,7,0.20588235294117646
3179,QE_I15,,2,0.058823529411764705
3217,QE_I15,A,28,0.8235294117647058
3217,QE_I15,E,5,0.14705882352941177
3217,QE_I15,,1,0.029411764705882353
3407,QE_I15,A,16,0.8
3407,QE_I15,,4,0.2
3571,QE_I15,A,23,0.7666666666666667
3571,QE_I15,B,2,0.06666666666666667
3571,QE_I15,C,1,0.03333333333333333
3571,QE_I15,E,1,0.03333333333333333
3571,QE_I15,,3,0.1
5965,QE_I15,A,15,1.0
6754,QE_I15,A,3,1.0
7081,QE_I15,A,7,0.5833333333333334
7081,QE_I15,D,2,0.16666666666666666
7081,QE_I15,F,2,0.16666666666666666
7081,QE_I15,,1,0.08333333333333333
8908,QE_I15,A,2,1.0
9954,QE_I15,A,11,0.9166666666666666
9954,QE_I15,F,1,0.08333333333333333
10508,QE_I15,A,5,0.45454545454545453
10508,QE_I15,,6,0.5454545454545454
10811,QE_I15,A,3,0.6
10811,QE_I15,B,1,0.2
10811,QE_I15,F,1,0.2
11163,QE_I15,A,5,0.7142857142857143
11163,QE_I15,E,1,0.14285714285714285
11163,QE_I15,,1,0.14285714285714285
11305,QE_I15,A,17,0.6296296296296297
11305,QE_I15,C,1,0.037037037037037035
11305,QE_I15,E,2,0.07407407407407407
11305,QE_I15,,7,0.25925925925925924
11328,QE_I15,A,6,0.42857142857142855
11328,QE_I15,C,2,0.14285714285714285
11328,QE_I15,E,5,0.35714285714285715
11328,QE_I15,,1,0.07142857142857142
11439,QE_I15,A,18,0.6
11439,QE_I15,C,1,0.03333333333333333
11439,QE_I15,D,2,0.06666666666666667
11439,QE_I15,,9,0.3
11540,QE_I15,A,11,0.6470588235294118
11540,QE_I15,E,1,0.058823529411764705
11540,QE_I15,F,5,0.29411764705882354
11591,QE_I15,A,26,0.5
11591,QE_I15,C,4,0.07692307692307693
11591,QE_I15,D,1,0.019230769230769232
11591,QE_I15,F,1,0.019230769230769232
11591,QE_I15,,20,0.38461538461538464
11999,QE_I15,A,49,0.7205882352941176
11999,QE_I15,C,2,0.029411764705882353
11999,QE_I15,E,9,0.1323529411764706
11999,QE_I15,F,2,0.029411764705882353
11999,QE_I15,,6,0.08823529411764706
12033,QE_I15,A,32,0.6530612244897959
12033,QE_I15,C,1,0.02040816326530612
12033,QE_I15,E,3,0.061224489795918366
12033,QE_I15,,13,0.2653061224489796
12035,QE_I15,A,38,0.5588235294117647
12035,QE_I15,B,1,0.014705882352941176
12035,QE_I15,E,14,0.20588235294117646
12035,QE_I15,F,2,0.029411764705882353
12035,QE_I15,,13,0.19117647058823528
12037,QE_I15,A,20,0.6451612903225806
12037,QE_I15,D,2,0.06451612903225806
12037,QE_I15,E,9,0.2903225806451613
12044,QE_I15,A,31,0.6888888888888889
12044,QE_I15,B,1,0.022222222222222223
12044,QE_I15,E,2,0.044444444444444446
12044,QE_I15,F,2,0.044444444444444446
12044,QE_I15,,9,0.2
12074,QE_I15,A,53,0.6162790697674418
12074,QE_I15,B,8,0.09302325581395349
12074,QE_I15,D,2,0.023255813953488372
12074,QE_I15,E,16,0.18604651162790697
12074,QE_I15,,7,0.08139534883720931
12354,QE_I15,A,1,0.05
12354,QE_I15,B,3,0.15
12354,QE_I15,C,5,0.25
12354,QE_I15,D,6,0.3
12354,QE_I15,F,4,0.2
12354,QE_I15,,1,0.05
12553,QE_I15,A,16,0.5333333333333333
12553,QE_I15,E,5,0.16666666666666666
12553,QE_I15,,9,0.3
12702,QE_I15,A,50,0.7575757575757576
12702,QE_I15,B,1,0.015151515151515152
12702,QE_I15,E,4,0.06060606060606061
12702,QE_I15,F,6,0.09090909090909091
12702,QE_I15,,5,0.07575757575757576
12713,QE_I15,A,10,0.4166666666666667
12713,QE_I15,C,9,0.375
12713,QE_I15,D,4,0.16666666666666666
12713,QE_I15,E,1,0.041666666666666664
12806,QE_I15,A,11,0.6470588235294118
12806,QE_I15,C,3,0.17647058823529413
12806,QE_I15,F,3,0.17647058823529413
12918,QE_I15,A,19,0.6333333333333333
12918,QE_I15,B,4,0.13333333333333333
12918,QE_I15,C,3,0.1
12918,QE_I15,D,2,0.06666666666666667
12918,QE_I15,F,2,0.06666666666666667
12969,QE_I15,A,38,0.59375
12969,QE_I15,B,4,0.0625
12969,QE_I15,C,4,0.0625
12969,QE_I15,D,1,0.015625
12969,QE_I15,E,4,0.0625
12969,QE_I15,F,6,0.09375
12969,QE_I15,,7,0.109375
13102,QE_I15,A,6,0.42857142857142855
13102,QE_I15,B,1,0.07142857142857142
13102,QE_I15,C,1,0.07142857142857142
13102,QE_I15,E,2,0.14285714285714285
13102,QE_I15,F,3,0.21428571428571427
13102,QE_I15,,1,0.07142857142857142
13276,QE_I15,A,27,0.84375
13276,QE_I15,B,1,0.03125
13276,QE_I15,D,1,0.03125
13276,QE_I15,F,1,0.03125
13276,QE_I15,,2,0.0625
13402,QE_I15,A,33,0.5
13402,QE_I15,B,6,0.09090909090909091
13402,QE_I15,C,5,0.07575757575757576
13402,QE_I15,D,6,0.09090909090909091
13402,QE_I15,F,5,0.07575757575757576
13402,QE_I15,,11,0.16666666666666666
13448,QE_I15,A,10,0.5882352941176471
13448,QE_I15,C,3,0.17647058823529413
13448,QE_I15,E,3,0.17647058823529413
13448,QE_I15,F,1,0.058823529411764705
13619,QE_I15,A,8,0.2962962962962963
13619,QE_I15,B,3,0.1111111111111111
13619,QE_I15,C,2,0.07407407407407407
13619,QE_I15,D,2,0.07407407407407407
13619,QE_I15,E,5,0.18518518518518517
13619,QE_I15,F,1,0.037037037037037035
13619,QE_I15,,6,0.2222222222222222
13741,QE_I15,A,23,0.696969696969697
13741,QE_I15,C,2,0.06060606060606061
13741,QE_I15,E,3,0.09090909090909091
13741,QE_I15,F,1,0.030303030303030304
13741,QE_I15,,4,0.12121212121212122
13873,QE_I15,A,10,0.7692307692307693
13873,QE_I15,B,1,0.07692307692307693
13873,QE_I15,D,2,0.15384615384615385
14121,QE_I15,A,7,0.5384615384615384
14121,QE_I15,C,2,0.15384615384615385
14121,QE_I15,D,2,0.15384615384615385
14121,QE_I15,E,1,0.07692307692307693
14121,QE_I15,,1,0.07692307692307693
14233,QE_I15,A,27,0.7941176470588235
14233,QE_I15,C,1,0.029411764705882353
14233,QE_I15,D,1,0.029411764705882353
14233,QE_I15,E,1,0.029411764705882353
14233,QE_I15,,4,0.11764705882352941
14328,QE_I15,A,71,0.7553191489361702
14328,QE_I15,C,2,0.02127659574468085
14328,QE_I15,D,1,0.010638297872340425
14328,QE_I15,E,6,0.06382978723404255
14328,QE_I15,F,4,0.0425531914893617
14328,QE_I15,,10,0.10638297872340426
14505,QE_I15,A,30,0.5660377358490566
14505,QE_I15,B,2,0.03773584905660377
14505,QE_I15,D,2,0.03773584905660377
14505,QE_I15,E,2,0.03773584905660377
14505,QE_I15,F,2,0.03773584905660377
14505,QE_I15,,15,0.2830188679245283
14542,QE_I15,A,8,0.7272727272727273
14542,QE_I15,B,2,0.18181818181818182
14542,QE_I15,F,1,0.09090909090909091
14700,QE_I15,A,14,0.8235294117647058
14700,QE_I15,F,1,0.058823529411764705
14700,QE_I15,,2,0.11764705882352941
15000,QE_I15,A,4,0.5
15000,QE_I15,B,1,0.125
15000,QE_I15,C,2,0.25
15000,QE_I15,D,1,0.125
15413,QE_I15,A,11,0.22916666666666666
15413,QE_I15,B,4,0.08333333333333333
15413,QE_I15,C,1,0.020833333333333332
15413,QE_I15,D,1,0.020833333333333332
15413,QE_I15,E,24,0.5
15413,QE_I15,,7,0.14583333333333334
15629,QE_I15,A,7,1.0
15833,QE_I15,A,12,0.8
15833,QE_I15,E,1,0.06666666666666667
15833,QE_I15,F,2,0.13333333333333333
15862,QE_I15,A,4,0.4
15862,QE_I15,D,1,0.1
15862,QE_I15,E,2,0.2
15862,QE_I15,F,1,0.1
15862,QE_I15,,2,0.2
15865,QE_I15,A,4,0.6666666666666666
15865,QE_I15,C,1,0.16666666666666666
15865,QE_I15,,1,0.16666666666666666
15868,QE_I15,A,12,0.8571428571428571
15868,QE_I15,C,1,0.07142857142857142
15868,QE_I15,,1,0.07142857142857142
16009,QE_I15,A,23,0.5897435897435898
16009,QE_I15,C,1,0.02564102564102564
16009,QE_I15,E,1,0.02564102564102564
16009,QE_I15,F,4,0.10256410256410256
16009,QE_I15,,10,0.2564102564102564
16010,QE_I15,A,3,0.3
16010,QE_I15,B,1,0.1
16010,QE_I15,F,5,0.5
16010,QE_I15,,1,0.1
16268,QE_I15,A,21,0.65625
16268,QE_I15,B,1,0.03125
16268,QE_I15,C,2,0.0625
16268,QE_I15,,8,0.25
16272,QE_I15,A,4,0.4444444444444444
16272,QE_I15,D,4,0.4444444444444444
16272,QE_I15,F,1,0.1111111111111111
16403,QE_I15,A,11,0.8461538461538461
16403,QE_I15,F,1,0.07692307692307693
16403,QE_I15,,1,0.07692307692307693
17154,QE_I15,A,1,0.05263157894736842
17154,QE_I15,B,1,0.05263157894736842
17154,QE_I15,D,2,0.10526315789473684
17154,QE_I15,E,5,0.2631578947368421
17154,QE_I15,,10,0.5263157894736842
17196,QE_I15,A,12,0.3076923076923077
17196,QE_I15,C,7,0.1794871794871795
17196,QE_I15,E,6,0.15384615384615385
17196,QE_I15,F,2,0.05128205128205128
17196,QE_I15,,12,0.3076923076923077
18354,QE_I15,,1,1.0
18382,QE_I15,A,2,0.2222222222222222
18382,QE_I15,C,1,0.1111111111111111
18382,QE_I15,E,5,0.5555555555555556
18382,QE_I15,F,1,0.1111111111111111
18877,QE_I15,A,5,0.5555555555555556
18877,QE_I15,D,1,0.1111111111111111
18877,QE_I15,E,3,0.3333333333333333
18892,QE_I15,A,10,0.625
18892,QE_I15,B,3,0.1875
18892,QE_I15,F,2,0.125
18892,QE_I15,,1,0.0625
18954,QE_I15,A,6,1.0
18959,QE_I15,A,6,1.0
18961,QE_I15,A,17,0.7727272727272727
18961,QE_I15,C,1,0.045454545454545456
18961,QE_I15,E,1,0.045454545454545456
18961,QE_I15,,3,0.13636363636363635
19026,QE_I15,,1,1.0
19060,QE_I15,A,46,0.9387755102040817
19060,QE_I15,F,1,0.02040816326530612
19060,QE_I15,,2,0.04081632653061224
19077,QE_I15,A,13,0.6190476190476191
19077,QE_I15,,8,0.38095238095238093
19191,QE_I15,A,1,0.25
19191,QE_I15,C,1,0.25
19191,QE_I15,D,1,0.25
19191,QE_I15,F,1,0.25
19367,QE_I15,A,2,1.0
19396,QE_I15,A,9,1.0
20315,QE_I15,A,11,1.0
20392,QE_I15,A,24,0.5581395348837209
20392,QE_I15,C,15,0.3488372093023256
20392,QE_I15,D,3,0.06976744186046512
20392,QE_I15,,1,0.023255813953488372
20578,QE_I15,A,6,0.6
20578,QE_I15,B,2,0.2
20578,QE_I15,E,1,0.1
20578,QE_I15,F,1,0.1
20854,QE_I15,A,13,0.7222222222222222
20854,QE_I15,C,2,0.1111111111111111
20854,QE_I15,F,2,0.1111111111111111
20854,QE_I15,,1,0.05555555555555555
21427,QE_I15,A,7,0.6363636363636364
21427,QE_I15,C,1,0.09090909090909091
21427,QE_I15,D,3,0.2727272727272727
21443,QE_I15,A,11,0.2558139534883721
21443,QE_I15,C,7,0.16279069767441862
